country,code,year,kcal_per_day,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017,component,share
Lebanon,lbn,1999,3382,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.3097575399172087
Lebanon,lbn,2000,3288,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.3059671532846715
Lebanon,lbn,2001,3316,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.31486429433051866
Lebanon,lbn,2002,3270,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.30528440366972476
Lebanon,lbn,2003,3198,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.3076266416510319
Lebanon,lbn,2004,3175,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.3083244094488189
Lebanon,lbn,2005,3122,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.30361306854580394
Lebanon,lbn,2006,3128,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.3189130434782608
Lebanon,lbn,2007,3183,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.3141658812441093
Lebanon,lbn,2008,3127,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.30951710905020785
Lebanon,lbn,2009,3144,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.3166030534351145
Lebanon,lbn,2010,3162,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.30458254269449714
Lebanon,lbn,2011,3126,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.2974952015355086
Lebanon,lbn,2012,3091,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.29142995794241344
Lebanon,lbn,2013,3066,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income,Fat share,0.30032289628180037
Lesotho,lso,1990,2332,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.13584905660377358
Lesotho,lso,1991,2384,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.13639681208053692
Lesotho,lso,1992,2382,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.13311083123425693
Lesotho,lso,1993,2377,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.1322170803533866
Lesotho,lso,1994,2405,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12951767151767152
Lesotho,lso,1995,2296,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12962979094076654
Lesotho,lso,1996,2360,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.1269915254237288
Lesotho,lso,1997,2398,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12895746455379484
Lesotho,lso,1998,2427,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12593325092707044
Lesotho,lso,1999,2456,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12675488599348533
Lesotho,lso,2000,2462,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12728675873273762
Lesotho,lso,2001,2485,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12748490945674046
Lesotho,lso,2002,2516,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12509141494435613
Lesotho,lso,2003,2518,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11820095313741064
Lesotho,lso,2004,2541,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11858323494687131
Lesotho,lso,2005,2567,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11980132450331125
Lesotho,lso,2006,2595,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.12235838150289016
Lesotho,lso,2007,2560,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11851171875
Lesotho,lso,2008,2558,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11329163408913213
Lesotho,lso,2009,2569,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11497859089139743
Lesotho,lso,2010,2572,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11075038880248834
Lesotho,lso,2011,2550,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11371764705882353
Lesotho,lso,2012,2547,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.10989399293286219
Lesotho,lso,2013,2529,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income,Fat share,0.11491103202846975
Liberia,lbr,1990,2163,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.16839112343966714
Liberia,lbr,1991,2351,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2347809442790302
Liberia,lbr,1992,2293,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.24440907108591362
Liberia,lbr,1993,2121,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.24695898161244695
Liberia,lbr,1994,2068,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.26212282398452613
Liberia,lbr,1995,1988,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2597686116700201
Liberia,lbr,1996,1989,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2612669683257918
Liberia,lbr,1997,2170,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.26917050691244243
Liberia,lbr,1998,2144,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2477098880597015
Liberia,lbr,1999,2093,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.23637362637362638
Liberia,lbr,2000,2122,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.21448162111215835
Liberia,lbr,2001,2038,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.22129048086359177
Liberia,lbr,2002,2066,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.22495643756050338
Liberia,lbr,2003,2051,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.23985372988785958
Liberia,lbr,2004,2092,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.24655353728489482
Liberia,lbr,2005,2160,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.24425000000000002
Liberia,lbr,2006,2116,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2489461247637051
Liberia,lbr,2007,2145,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2361818181818182
Liberia,lbr,2008,2227,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2315267175572519
Liberia,lbr,2009,2231,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.23054683998207082
Liberia,lbr,2010,2198,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.23994540491355776
Liberia,lbr,2011,2254,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2450044365572316
Liberia,lbr,2012,2200,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.2479090909090909
Liberia,lbr,2013,2204,Liberia,africa,africa_sub_saharan,sub_saharan_africa,g77,6.5,-9.5,2/11/1945,Sub-Saharan Africa,Low income,Fat share,0.24443738656987296
Lithuania,ltu,1990,3372,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2813167259786477
Lithuania,ltu,1991,3032,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2636774406332454
Lithuania,ltu,1992,2984,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.25452747989276137
Lithuania,ltu,1993,2815,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.24477442273534636
Lithuania,ltu,1994,2781,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2240453074433657
Lithuania,ltu,1995,2824,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.19654036827195467
Lithuania,ltu,1996,3007,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.20834386431659463
Lithuania,ltu,1997,3183,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.21449575871819038
Lithuania,ltu,1998,3194,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.21201001878522227
Lithuania,ltu,1999,3132,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.22804597701149426
Lithuania,ltu,2000,3160,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2148607594936709
Lithuania,ltu,2001,3269,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2322269807280514
Lithuania,ltu,2002,3276,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.24717032967032967
Lithuania,ltu,2003,3288,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.25677919708029195
Lithuania,ltu,2004,3361,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.25412079738173166
Lithuania,ltu,2005,3463,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.261995379728559
Lithuania,ltu,2006,3466,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2631188690132718
Lithuania,ltu,2007,3563,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.26057816446814486
Lithuania,ltu,2008,3522,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2622572402044293
Lithuania,ltu,2009,3470,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.25664265129682995
Lithuania,ltu,2010,3333,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2695409540954095
Lithuania,ltu,2011,3409,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2654590789087709
Lithuania,ltu,2012,3390,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2507787610619469
Lithuania,ltu,2013,3417,Lithuania,europe,europe_east,europe_central_asia,others,55.41667,24,17/9/1991,Europe & Central Asia,High income,Fat share,0.2491132572431958
Luxembourg,lux,2000,3479,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.373866053463639
Luxembourg,lux,2001,3484,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.39446039035591274
Luxembourg,lux,2002,3484,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.3899655568312285
Luxembourg,lux,2003,3489,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.3928890799656062
Luxembourg,lux,2004,3489,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.4017368873602752
Luxembourg,lux,2005,3502,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.3904797258709309
Luxembourg,lux,2006,3505,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.37651069900142653
Luxembourg,lux,2007,3501,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.3729305912596401
Luxembourg,lux,2008,3511,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.37466248931928225
Luxembourg,lux,2009,3511,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.36863856451153515
Luxembourg,lux,2010,3526,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.3580090754395916
Luxembourg,lux,2011,3532,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.3505719139297848
Luxembourg,lux,2012,3540,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.35677118644067796
Luxembourg,lux,2013,3539,Luxembourg,europe,europe_west,europe_central_asia,oecd,49.61167,6.13,24/10/1945,Europe & Central Asia,High income,Fat share,0.3606866346425544
Macedonia,mkd,1992,2363,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.2233432077867118
Macedonia,mkd,1993,2316,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.23724093264248708
Macedonia,mkd,1994,2687,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.233892817268329
Macedonia,mkd,1995,2582,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.22684740511231605
Macedonia,mkd,1996,2584,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.25129643962848297
Macedonia,mkd,1997,2768,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.230007225433526
Macedonia,mkd,1998,2869,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.26413384454513766
Macedonia,mkd,1999,2794,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.280823192555476
Macedonia,mkd,2000,2750,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.2703927272727273
Macedonia,mkd,2001,2631,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.2893956670467503
Macedonia,mkd,2002,2722,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.29340925789860395
Macedonia,mkd,2003,2741,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.3031959139000365
Macedonia,mkd,2004,2872,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.3168488857938719
Macedonia,mkd,2005,2780,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.3161330935251799
Macedonia,mkd,2006,2827,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.3450689777148921
Macedonia,mkd,2007,3017,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.35973152137885317
Macedonia,mkd,2008,2960,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.32111148648648646
Macedonia,mkd,2009,2997,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.3202102102102102
Macedonia,mkd,2010,2955,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.3175431472081218
Macedonia,mkd,2011,2910,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.31317525773195876
Macedonia,mkd,2012,2931,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.3165813715455476
Macedonia,mkd,2013,2949,"Macedonia, FYR",europe,europe_east,europe_central_asia,others,41.66667,21.75,8/4/1993,Europe & Central Asia,Upper middle income,Fat share,0.3132146490335707
Madagascar,mdg,1990,2191,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.13382930168872662
Madagascar,mdg,1991,2097,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.13643776824034334
Madagascar,mdg,1992,2099,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.1323630300142925
Madagascar,mdg,1993,2096,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.13186545801526717
Madagascar,mdg,1994,2033,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.13294146581406788
Madagascar,mdg,1995,2027,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.13693142575234338
Madagascar,mdg,1996,2019,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.1337295690936107
Madagascar,mdg,1997,2020,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.13767326732673268
Madagascar,mdg,1998,2013,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.12742175856929955
Madagascar,mdg,1999,2006,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.1261615154536391
Madagascar,mdg,2000,2006,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.12122632103688934
Madagascar,mdg,2001,1993,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.11664325137982941
Madagascar,mdg,2002,1947,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.11791987673343605
Madagascar,mdg,2003,1977,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.11981790591805766
Madagascar,mdg,2004,1980,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.11790909090909091
Madagascar,mdg,2005,2060,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.1172621359223301
Madagascar,mdg,2006,2083,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.12417666826692272
Madagascar,mdg,2007,2096,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.11971374045801526
Madagascar,mdg,2008,2061,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.1212227074235808
Madagascar,mdg,2009,2065,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.11288135593220339
Madagascar,mdg,2010,2068,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.11145551257253386
Madagascar,mdg,2011,2085,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.1083884892086331
Madagascar,mdg,2012,2058,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.10683673469387756
Madagascar,mdg,2013,2052,Madagascar,africa,africa_sub_saharan,sub_saharan_africa,g77,-20,47,20/9/1960,Sub-Saharan Africa,Low income,Fat share,0.10741228070175439
Malawi,mwi,1990,1913,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,1/12/1964,Sub-Saharan Africa,Low income,Fat share,0.1252848928384736
Malawi,mwi,1991,1913,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,1/12/1964,Sub-Saharan Africa,Low income,Fat share,0.12345007841087298
Malawi,mwi,1992,1800,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,1/12/1964,Sub-Saharan Africa,Low income,Fat share,0.12255
Malawi,mwi,1993,1879,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,1/12/1964,Sub-Saharan Africa,Low income,Fat share,0.12122937732836615
Malawi,mwi,1994,1901,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,1/12/1964,Sub-Saharan Africa,Low income,Fat share,0.1150920568122041
Malawi,mwi,1995,2004,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,1/12/1964,Sub-Saharan Africa,Low income,Fat share,0.12525449101796407
Malawi,mwi,1996,2017,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,1/12/1964,Sub-Saharan Africa,Low income,Fat share,0.11726326227069907
Malawi,mwi,1997,2057,Malawi,africa,africa_sub_saharan,sub_saharan_africa,g77,-13.5,34,1/12/1964,Sub-Saharan Africa,Low income,Fat share,0.11865824015556636
